number,customer,description,price,country,url_addr,deadline
2019-726723,"Государственное предприятие ""Единица""",Перегружатель-подъемник,8 250,BLR,http://www.icetrade.by/tenders/all/view/726723,2019-07-04
2019-726722,"ОАО ""Лакокраска"" г.Лида",Закупка смолы эпоксидной Epidian 115,0,BLR,http://www.icetrade.by/tenders/all/view/726722,2019-07-18
2019-726477,"Учреждение ""Гомельское областное управление Министерства по чрезвычайным ситуациям Республики Беларусь""",Закупка дров ч.1,16 700,BLR,http://www.icetrade.by/tenders/all/view/726477,2019-07-04
2019-726476,"ОАО ""Гродненский мясокомбинат""",Закупка мановакуумметра,23 360,BLR,http://www.icetrade.by/tenders/all/view/726476,2019-07-02
2019-726475,"ОАО ""Селекционно-гибридный центр ""Западный""",закупка премиксов,1 367 302.22,BLR,http://www.icetrade.by/tenders/all/view/726475,2019-07-17
2019-726474,"ГУ ""РНПЦ пульмонологии и фтизиатрии""",Питательные среды для проведения лабораторных исследований,0,BLR,http://www.icetrade.by/tenders/all/view/726474,2019-07-04
2019-726472,4-я городская детская клиническая поликлиника,Стоматологические и ортодонтические расходные материалы и инструменты на 2-е полугодие 2019 года,0,BLR,http://www.icetrade.by/tenders/all/view/726472,2019-07-11
2019-726470,"ОАО ""Минский завод гражданской авиации № 407""",Закупка прицепной подметально-уборочной машины,0,BLR,http://www.icetrade.by/tenders/all/view/726470,2019-07-17
2019-726469,"Унитарное предприятие ""ЧистьБау""",Закупка товарного бетона,47 996.08,BLR,http://www.icetrade.by/tenders/all/view/726469,2019-07-05
2019-726468,Костюковичский лесхоз,Бензопила Stihl 362 или аналог,0,BLR,http://www.icetrade.by/tenders/all/view/726468,2019-07-11
2019-726467,"ОАО ""Речицкий метизный завод""",Пассивирующий состав Pasigal H,4 830,BLR,http://www.icetrade.by/tenders/all/view/726467,2019-07-01
2019-726466,Республиканский центр аналитического контроля в области охраны окружающей среды,Закупка основного лабораторного оборудования,57 935,BLR,http://www.icetrade.by/tenders/all/view/726466,2019-07-18
2019-726465,"ОАО ""ММЗ имени С.И.Вавилова - управляющая компания холдинга ""БелОМО""",Выполнение работ по текущему ремонту фасада производственного корпуса №1 инв. № 100101001,76 886.47,BLR,http://www.icetrade.by/tenders/all/view/726465,2019-07-19
